run_id	file_id	model_name	result	start_time	end_time	file
2020-11-18T00:22:43.134Z	4	nasnet_louis_direct	Cheetah	2020-11-18T00:23:09.974Z	2020-11-18T00:23:13.961Z	Louis_Data/Test/Cheetah/M Pano/Pano.JPG
2020-11-18T00:22:43.134Z	5	exception_louis_direct	Cheetah	2020-11-18T00:23:13.985Z	2020-11-18T00:23:14.527Z	Louis_Data/Test/Cheetah/M Pano/Pano-2.JPG
2020-11-18T00:22:43.134Z	5	Inception_louis_direct	Cheetah	2020-11-18T00:23:14.536Z	2020-11-18T00:23:15.198Z	Louis_Data/Test/Cheetah/M Pano/Pano-2.JPG
2020-11-18T00:22:43.134Z	5	nasnet_louis_direct	Cheetah	2020-11-18T00:23:15.203Z	2020-11-18T00:23:19.319Z	Louis_Data/Test/Cheetah/M Pano/Pano-2.JPG
2020-11-18T00:22:43.134Z	6	exception_louis_direct	Cheetah	2020-11-18T00:23:19.353Z	2020-11-18T00:23:19.898Z	Louis_Data/Test/Cheetah/M Pano/Pano-1.JPG
2020-11-18T00:22:43.134Z	6	Inception_louis_direct	Cheetah	2020-11-18T00:23:19.903Z	2020-11-18T00:23:20.550Z	Louis_Data/Test/Cheetah/M Pano/Pano-1.JPG
2020-11-18T00:22:43.134Z	6	nasnet_louis_direct	Puma	2020-11-18T00:23:20.556Z	2020-11-18T00:23:25.184Z	Louis_Data/Test/Cheetah/M Pano/Pano-1.JPG
2020-11-18T00:22:43.134Z	7	exception_louis_direct	Cheetah	2020-11-18T00:23:25.259Z	2020-11-18T00:23:25.802Z	Louis_Data/Test/Cheetah/F Julia/LH1B [50_].JPG
2020-11-18T00:22:43.134Z	7	Inception_louis_direct	Cheetah	2020-11-18T00:23:25.807Z	2020-11-18T00:23:26.492Z	Louis_Data/Test/Cheetah/F Julia/LH1B [50_].JPG
2020-11-18T00:22:43.134Z	7	nasnet_louis_direct	Cheetah	2020-11-18T00:23:26.497Z	2020-11-18T00:23:30.439Z	Louis_Data/Test/Cheetah/F Julia/LH1B [50_].JPG
2020-11-18T00:22:43.134Z	8	exception_louis_direct	Cheetah	2020-11-18T00:23:30.474Z	2020-11-18T00:23:31.002Z	Louis_Data/Test/Cheetah/F Julia/LH4M [50_].JPG
2020-11-18T00:22:43.134Z	8	Inception_louis_direct	Cheetah	2020-11-18T00:23:31.008Z	2020-11-18T00:23:31.691Z	Louis_Data/Test/Cheetah/F Julia/LH4M [50_].JPG
2020-11-18T00:22:43.134Z	8	nasnet_louis_direct	Leopard	2020-11-18T00:23:31.695Z	2020-11-18T00:23:35.666Z	Louis_Data/Test/Cheetah/F Julia/LH4M [50_].JPG
2020-11-18T00:22:43.134Z	9	exception_louis_direct	Cheetah	2020-11-18T00:23:35.800Z	2020-11-18T00:23:36.358Z	Louis_Data/Test/Cheetah/M Tearmark/Tearmark-1.JPG
2020-11-18T00:22:43.134Z	9	Inception_louis_direct	Cheetah	2020-11-18T00:23:36.364Z	2020-11-18T00:23:37.037Z	Louis_Data/Test/Cheetah/M Tearmark/Tearmark-1.JPG
2020-11-18T00:22:43.134Z	9	nasnet_louis_direct	Jaguar	2020-11-18T00:23:37.042Z	2020-11-18T00:23:41.050Z	Louis_Data/Test/Cheetah/M Tearmark/Tearmark-1.JPG
2020-11-18T00:22:43.134Z	10	exception_louis_direct	Cheetah	2020-11-18T00:23:41.147Z	2020-11-18T00:23:41.685Z	Louis_Data/Test/Cheetah/M Tearmark/Tearmark.JPG
2020-11-18T00:22:43.134Z	10	Inception_louis_direct	Cheetah	2020-11-18T00:23:41.690Z	2020-11-18T00:23:42.354Z	Louis_Data/Test/Cheetah/M Tearmark/Tearmark.JPG
2020-11-18T00:22:43.134Z	10	nasnet_louis_direct	Jaguar	2020-11-18T00:23:42.360Z	2020-11-18T00:23:46.331Z	Louis_Data/Test/Cheetah/M Tearmark/Tearmark.JPG
2020-11-18T00:22:43.134Z	11	exception_louis_direct	Cheetah	2020-11-18T00:23:46.367Z	2020-11-18T00:23:46.879Z	Louis_Data/Test/Cheetah/F Sandy/Sandy-2.JPG
2020-11-18T00:22:43.134Z	11	Inception_louis_direct	Cheetah	2020-11-18T00:23:46.884Z	2020-11-18T00:23:47.538Z	Louis_Data/Test/Cheetah/F Sandy/Sandy-2.JPG
2020-11-18T00:22:43.134Z	11	nasnet_louis_direct	Jaguar	2020-11-18T00:23:47.543Z	2020-11-18T00:23:51.483Z	Louis_Data/Test/Cheetah/F Sandy/Sandy-2.JPG
2020-11-18T00:22:43.134Z	12	exception_louis_direct	Cheetah	2020-11-18T00:23:51.511Z	2020-11-18T00:23:52.040Z	Louis_Data/Test/Cheetah/F Sandy/Sandy.JPG
2020-11-18T00:22:43.134Z	12	Inception_louis_direct	Cheetah	2020-11-18T00:23:52.045Z	2020-11-18T00:23:52.688Z	Louis_Data/Test/Cheetah/F Sandy/Sandy.JPG
2020-11-18T00:22:43.134Z	12	nasnet_louis_direct	Jaguar	2020-11-18T00:23:52.694Z	2020-11-18T00:23:57.135Z	Louis_Data/Test/Cheetah/F Sandy/Sandy.JPG
2020-11-18T00:22:43.134Z	13	exception_louis_direct	Cheetah	2020-11-18T00:23:57.171Z	2020-11-18T00:23:57.705Z	Louis_Data/Test/Cheetah/F Sandy/Sandy-1.JPG
2020-11-18T00:22:43.134Z	13	Inception_louis_direct	Cheetah	2020-11-18T00:23:57.710Z	2020-11-18T00:23:58.389Z	Louis_Data/Test/Cheetah/F Sandy/Sandy-1.JPG
2020-11-18T00:22:43.134Z	13	nasnet_louis_direct	Leopard	2020-11-18T00:23:58.395Z	2020-11-18T00:24:02.423Z	Louis_Data/Test/Cheetah/F Sandy/Sandy-1.JPG
2020-11-18T00:22:43.134Z	14	exception_louis_direct	Cheetah	2020-11-18T00:24:02.474Z	2020-11-18T00:24:03.011Z	Louis_Data/Test/Cheetah/F Adaeze/Adaeze_female_009.jpg
2020-11-18T00:22:43.134Z	14	Inception_louis_direct	Cheetah	2020-11-18T00:24:03.016Z	2020-11-18T00:24:03.676Z	Louis_Data/Test/Cheetah/F Adaeze/Adaeze_female_009.jpg
2020-11-18T00:22:43.134Z	14	nasnet_louis_direct	Puma	2020-11-18T00:24:03.681Z	2020-11-18T00:24:07.604Z	Louis_Data/Test/Cheetah/F Adaeze/Adaeze_female_009.jpg
2020-11-18T00:22:43.134Z	15	exception_louis_direct	Cheetah	2020-11-18T00:24:07.645Z	2020-11-18T00:24:08.164Z	Louis_Data/Test/Cheetah/M Aiko/Aiko.JPG
2020-11-18T00:22:43.134Z	15	Inception_louis_direct	Cheetah	2020-11-18T00:24:08.169Z	2020-11-18T00:24:08.828Z	Louis_Data/Test/Cheetah/M Aiko/Aiko.JPG
2020-11-18T00:22:43.134Z	15	nasnet_louis_direct	Jaguar	2020-11-18T00:24:08.833Z	2020-11-18T00:24:12.777Z	Louis_Data/Test/Cheetah/M Aiko/Aiko.JPG
2020-11-18T00:22:43.134Z	16	exception_louis_direct	Cheetah	2020-11-18T00:24:12.804Z	2020-11-18T00:24:13.344Z	Louis_Data/Test/Cheetah/M Aiko/Aiko-1.JPG
2020-11-18T00:22:43.134Z	16	Inception_louis_direct	Cheetah	2020-11-18T00:24:13.350Z	2020-11-18T00:24:14.003Z	Louis_Data/Test/Cheetah/M Aiko/Aiko-1.JPG
2020-11-18T00:22:43.134Z	16	nasnet_louis_direct	Jaguar	2020-11-18T00:24:14.009Z	2020-11-18T00:24:17.909Z	Louis_Data/Test/Cheetah/M Aiko/Aiko-1.JPG
2020-11-18T00:22:43.134Z	17	exception_louis_direct	Cheetah	2020-11-18T00:24:17.950Z	2020-11-18T00:24:18.452Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-3.jpg
2020-11-18T00:22:43.134Z	17	Inception_louis_direct	Cheetah	2020-11-18T00:24:18.458Z	2020-11-18T00:24:19.117Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-3.jpg
2020-11-18T00:22:43.134Z	17	nasnet_louis_direct	Jaguar	2020-11-18T00:24:19.122Z	2020-11-18T00:24:23.064Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-3.jpg
2020-11-18T00:22:43.134Z	18	exception_louis_direct	Cheetah	2020-11-18T00:24:23.094Z	2020-11-18T00:24:23.614Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita.jpg
2020-11-18T00:22:43.134Z	18	Inception_louis_direct	Cheetah	2020-11-18T00:24:23.619Z	2020-11-18T00:24:24.272Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita.jpg
2020-11-18T00:22:43.134Z	18	nasnet_louis_direct	Bongo 	2020-11-18T00:24:24.277Z	2020-11-18T00:24:28.543Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita.jpg
2020-11-18T00:22:43.134Z	19	exception_louis_direct	Cheetah	2020-11-18T00:24:28.589Z	2020-11-18T00:24:29.110Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-2.jpg
2020-11-18T00:22:43.134Z	19	Inception_louis_direct	Cheetah	2020-11-18T00:24:29.116Z	2020-11-18T00:24:29.764Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-2.jpg
2020-11-18T00:22:43.134Z	19	nasnet_louis_direct	Jaguar	2020-11-18T00:24:29.769Z	2020-11-18T00:24:33.712Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-2.jpg
2020-11-18T00:22:43.134Z	20	exception_louis_direct	Cheetah	2020-11-18T00:24:33.731Z	2020-11-18T00:24:34.242Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-1.jpg
2020-11-18T00:22:43.134Z	20	Inception_louis_direct	Cheetah	2020-11-18T00:24:34.247Z	2020-11-18T00:24:34.899Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-1.jpg
2020-11-18T00:22:43.134Z	20	nasnet_louis_direct	Leopard	2020-11-18T00:24:34.904Z	2020-11-18T00:24:38.867Z	Louis_Data/Test/Cheetah/F Chiquita/Chiquita-1.jpg
2020-11-18T00:22:43.134Z	21	exception_louis_direct	Cheetah	2020-11-18T00:24:38.904Z	2020-11-18T00:24:39.417Z	Louis_Data/Test/Cheetah/F Chica/LH1D [50_].JPG
2020-11-18T00:22:43.134Z	21	Inception_louis_direct	Cheetah	2020-11-18T00:24:39.423Z	2020-11-18T00:24:40.074Z	Louis_Data/Test/Cheetah/F Chica/LH1D [50_].JPG
2020-11-18T00:22:43.134Z	21	nasnet_louis_direct	African elephant	2020-11-18T00:24:40.080Z	2020-11-18T00:24:44.004Z	Louis_Data/Test/Cheetah/F Chica/LH1D [50_].JPG
2020-11-18T00:22:43.134Z	22	exception_louis_direct	Cheetah	2020-11-18T00:24:44.042Z	2020-11-18T00:24:44.564Z	Louis_Data/Test/Cheetah/F Chica/LH4G [50_].JPG
2020-11-18T00:22:43.134Z	22	Inception_louis_direct	Cheetah	2020-11-18T00:24:44.570Z	2020-11-18T00:24:45.203Z	Louis_Data/Test/Cheetah/F Chica/LH4G [50_].JPG
2020-11-18T00:22:43.134Z	22	nasnet_louis_direct	Bongo 	2020-11-18T00:24:45.210Z	2020-11-18T00:24:49.134Z	Louis_Data/Test/Cheetah/F Chica/LH4G [50_].JPG
2020-11-18T00:22:43.134Z	23	exception_louis_direct	Cheetah	2020-11-18T00:24:49.276Z	2020-11-18T00:24:49.798Z	Louis_Data/Test/Cheetah/F Kiki/Kiki.jpg
2020-11-18T00:22:43.134Z	23	Inception_louis_direct	Cheetah	2020-11-18T00:24:49.803Z	2020-11-18T00:24:50.448Z	Louis_Data/Test/Cheetah/F Kiki/Kiki.jpg
2020-11-18T00:22:43.134Z	23	nasnet_louis_direct	Jaguar	2020-11-18T00:24:50.454Z	2020-11-18T00:24:54.328Z	Louis_Data/Test/Cheetah/F Kiki/Kiki.jpg
2020-11-18T00:22:43.134Z	24	exception_louis_direct	Cheetah	2020-11-18T00:24:54.471Z	2020-11-18T00:24:55.003Z	Louis_Data/Test/Cheetah/F Kiki/Kiki-1.JPG
2020-11-18T00:22:43.134Z	24	Inception_louis_direct	Cheetah	2020-11-18T00:24:55.007Z	2020-11-18T00:24:55.666Z	Louis_Data/Test/Cheetah/F Kiki/Kiki-1.JPG
2020-11-18T00:22:43.134Z	24	nasnet_louis_direct	Jaguar	2020-11-18T00:24:55.670Z	2020-11-18T00:24:59.908Z	Louis_Data/Test/Cheetah/F Kiki/Kiki-1.JPG
2020-11-18T00:22:43.134Z	25	exception_louis_direct	Cheetah	2020-11-18T00:25:00.082Z	2020-11-18T00:25:00.663Z	Louis_Data/Test/Cheetah/F Female A/DSC00983.jpg
2020-11-18T00:22:43.134Z	25	Inception_louis_direct	Cheetah	2020-11-18T00:25:00.667Z	2020-11-18T00:25:01.319Z	Louis_Data/Test/Cheetah/F Female A/DSC00983.jpg
2020-11-18T00:22:43.134Z	25	nasnet_louis_direct	Cheetah	2020-11-18T00:25:01.324Z	2020-11-18T00:25:05.278Z	Louis_Data/Test/Cheetah/F Female A/DSC00983.jpg
2020-11-18T00:22:43.134Z	26	exception_louis_direct	Cheetah	2020-11-18T00:25:05.294Z	2020-11-18T00:25:05.821Z	Louis_Data/Test/Cheetah/M Rusty/Rusty-2.JPG
2020-11-18T00:22:43.134Z	26	Inception_louis_direct	Cheetah	2020-11-18T00:25:05.826Z	2020-11-18T00:25:06.480Z	Louis_Data/Test/Cheetah/M Rusty/Rusty-2.JPG
2020-11-18T00:22:43.134Z	26	nasnet_louis_direct	Puma	2020-11-18T00:25:06.485Z	2020-11-18T00:25:10.390Z	Louis_Data/Test/Cheetah/M Rusty/Rusty-2.JPG
2020-11-18T00:22:43.134Z	27	exception_louis_direct	Cheetah	2020-11-18T00:25:10.429Z	2020-11-18T00:25:10.950Z	Louis_Data/Test/Cheetah/M Rusty/Rusty-1.JPG
2020-11-18T00:22:43.134Z	27	Inception_louis_direct	Cheetah	2020-11-18T00:25:10.955Z	2020-11-18T00:25:11.604Z	Louis_Data/Test/Cheetah/M Rusty/Rusty-1.JPG
2020-11-18T00:22:43.134Z	27	nasnet_louis_direct	Jaguar	2020-11-18T00:25:11.609Z	2020-11-18T00:25:15.607Z	Louis_Data/Test/Cheetah/M Rusty/Rusty-1.JPG
2020-11-18T00:22:43.134Z	28	exception_louis_direct	Cheetah	2020-11-18T00:25:15.630Z	2020-11-18T00:25:16.166Z	Louis_Data/Test/Cheetah/M Rusty/Rusty.JPG
2020-11-18T00:22:43.134Z	28	Inception_louis_direct	Cheetah	2020-11-18T00:25:16.171Z	2020-11-18T00:25:16.818Z	Louis_Data/Test/Cheetah/M Rusty/Rusty.JPG
2020-11-18T00:22:43.134Z	28	nasnet_louis_direct	Jaguar	2020-11-18T00:25:16.823Z	2020-11-18T00:25:20.781Z	Louis_Data/Test/Cheetah/M Rusty/Rusty.JPG
2020-11-18T00:22:43.134Z	29	exception_louis_direct	Cheetah	2020-11-18T00:25:20.798Z	2020-11-18T00:25:21.323Z	Louis_Data/Test/Cheetah/M Matrah/IMG_1371.JPG
2020-11-18T00:22:43.134Z	29	Inception_louis_direct	Cheetah	2020-11-18T00:25:21.328Z	2020-11-18T00:25:21.975Z	Louis_Data/Test/Cheetah/M Matrah/IMG_1371.JPG
2020-11-18T00:22:43.134Z	29	nasnet_louis_direct	Jaguar	2020-11-18T00:25:21.980Z	2020-11-18T00:25:25.865Z	Louis_Data/Test/Cheetah/M Matrah/IMG_1371.JPG
2020-11-18T00:22:43.134Z	30	exception_louis_direct	Cheetah	2020-11-18T00:25:25.977Z	2020-11-18T00:25:26.488Z	Louis_Data/Test/Cheetah/F Female B/female_B (29).JPG
2020-11-18T00:22:43.134Z	30	Inception_louis_direct	Cheetah	2020-11-18T00:25:26.493Z	2020-11-18T00:25:27.142Z	Louis_Data/Test/Cheetah/F Female B/female_B (29).JPG
2020-11-18T00:22:43.134Z	30	nasnet_louis_direct	Cheetah	2020-11-18T00:25:27.146Z	2020-11-18T00:25:31.422Z	Louis_Data/Test/Cheetah/F Female B/female_B (29).JPG
2020-11-18T00:22:43.134Z	31	exception_louis_direct	Cheetah	2020-11-18T00:25:31.586Z	2020-11-18T00:25:32.135Z	Louis_Data/Test/Cheetah/F Female B/female_B (1).JPG
2020-11-18T00:22:43.134Z	31	Inception_louis_direct	Cheetah	2020-11-18T00:25:32.141Z	2020-11-18T00:25:32.819Z	Louis_Data/Test/Cheetah/F Female B/female_B (1).JPG
2020-11-18T00:22:43.134Z	31	nasnet_louis_direct	Puma	2020-11-18T00:25:32.824Z	2020-11-18T00:25:36.728Z	Louis_Data/Test/Cheetah/F Female B/female_B (1).JPG
2020-11-18T00:22:43.134Z	32	exception_louis_direct	Cheetah	2020-11-18T00:25:36.764Z	2020-11-18T00:25:37.294Z	Louis_Data/Test/Cheetah/M Duma/Slide11.jpg
2020-11-18T00:22:43.134Z	32	Inception_louis_direct	Cheetah	2020-11-18T00:25:37.299Z	2020-11-18T00:25:37.978Z	Louis_Data/Test/Cheetah/M Duma/Slide11.jpg
2020-11-18T00:22:43.134Z	32	nasnet_louis_direct	White Rhino 	2020-11-18T00:25:37.983Z	2020-11-18T00:25:41.895Z	Louis_Data/Test/Cheetah/M Duma/Slide11.jpg
2020-11-18T00:22:43.134Z	33	exception_louis_direct	Cheetah	2020-11-18T00:25:41.919Z	2020-11-18T00:25:42.441Z	Louis_Data/Test/Cheetah/M Jamu/Jamu-1.JPG
2020-11-18T00:22:43.134Z	33	Inception_louis_direct	Cheetah	2020-11-18T00:25:42.446Z	2020-11-18T00:25:43.089Z	Louis_Data/Test/Cheetah/M Jamu/Jamu-1.JPG
2020-11-18T00:22:43.134Z	33	nasnet_louis_direct	Jaguar	2020-11-18T00:25:43.093Z	2020-11-18T00:25:47.060Z	Louis_Data/Test/Cheetah/M Jamu/Jamu-1.JPG
2020-11-18T00:22:43.134Z	34	exception_louis_direct	Cheetah	2020-11-18T00:25:47.081Z	2020-11-18T00:25:47.614Z	Louis_Data/Test/Cheetah/M Jamu/Jamu.JPG
2020-11-18T00:22:43.134Z	34	Inception_louis_direct	Cheetah	2020-11-18T00:25:47.620Z	2020-11-18T00:25:48.255Z	Louis_Data/Test/Cheetah/M Jamu/Jamu.JPG
2020-11-18T00:22:43.134Z	34	nasnet_louis_direct	Jaguar	2020-11-18T00:25:48.260Z	2020-11-18T00:25:52.186Z	Louis_Data/Test/Cheetah/M Jamu/Jamu.JPG
2020-11-18T00:22:43.134Z	35	exception_louis_direct	Cheetah	2020-11-18T00:25:52.242Z	2020-11-18T00:25:52.746Z	Louis_Data/Test/Cheetah/M Letotse/DSC_0441.JPG
2020-11-18T00:22:43.134Z	35	Inception_louis_direct	Cheetah	2020-11-18T00:25:52.751Z	2020-11-18T00:25:53.410Z	Louis_Data/Test/Cheetah/M Letotse/DSC_0441.JPG
2020-11-18T00:22:43.134Z	35	nasnet_louis_direct	Cheetah	2020-11-18T00:25:53.414Z	2020-11-18T00:25:57.373Z	Louis_Data/Test/Cheetah/M Letotse/DSC_0441.JPG
2020-11-18T00:22:43.134Z	36	exception_louis_direct	Cheetah	2020-11-18T00:25:57.587Z	2020-11-18T00:25:58.117Z	Louis_Data/Test/Cheetah/M Letotse/DSC_0498.jpg
2020-11-18T00:22:43.134Z	36	Inception_louis_direct	Cheetah	2020-11-18T00:25:58.122Z	2020-11-18T00:25:58.767Z	Louis_Data/Test/Cheetah/M Letotse/DSC_0498.jpg
2020-11-18T00:22:43.134Z	36	nasnet_louis_direct	Puma	2020-11-18T00:25:58.772Z	2020-11-18T00:26:03.062Z	Louis_Data/Test/Cheetah/M Letotse/DSC_0498.jpg
2020-11-18T00:22:43.134Z	37	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:03.120Z	2020-11-18T00:26:03.649Z	Louis_Data/Test/Bengal Tiger/M Connor/Conor 16.jpg
2020-11-18T00:22:43.134Z	37	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:03.653Z	2020-11-18T00:26:04.351Z	Louis_Data/Test/Bengal Tiger/M Connor/Conor 16.jpg
2020-11-18T00:22:43.134Z	37	nasnet_louis_direct	Bengal Tiger	2020-11-18T00:26:04.356Z	2020-11-18T00:26:08.381Z	Louis_Data/Test/Bengal Tiger/M Connor/Conor 16.jpg
2020-11-18T00:22:43.134Z	38	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:08.478Z	2020-11-18T00:26:09.007Z	Louis_Data/Test/Bengal Tiger/U Carolina/IMG_2420.JPG
2020-11-18T00:22:43.134Z	38	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:09.012Z	2020-11-18T00:26:09.655Z	Louis_Data/Test/Bengal Tiger/U Carolina/IMG_2420.JPG
2020-11-18T00:22:43.134Z	38	nasnet_louis_direct	African elephant	2020-11-18T00:26:09.660Z	2020-11-18T00:26:13.672Z	Louis_Data/Test/Bengal Tiger/U Carolina/IMG_2420.JPG
2020-11-18T00:22:43.134Z	39	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:13.717Z	2020-11-18T00:26:14.249Z	Louis_Data/Test/Bengal Tiger/M Fenimore/Fenimore-2.jpg
2020-11-18T00:22:43.134Z	39	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:14.254Z	2020-11-18T00:26:14.897Z	Louis_Data/Test/Bengal Tiger/M Fenimore/Fenimore-2.jpg
2020-11-18T00:22:43.134Z	39	nasnet_louis_direct	Jaguar	2020-11-18T00:26:14.901Z	2020-11-18T00:26:18.811Z	Louis_Data/Test/Bengal Tiger/M Fenimore/Fenimore-2.jpg
2020-11-18T00:22:43.134Z	40	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:18.880Z	2020-11-18T00:26:19.409Z	Louis_Data/Test/Bengal Tiger/M Fenimore/Fenimore-1.JPG
2020-11-18T00:22:43.134Z	40	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:19.414Z	2020-11-18T00:26:20.076Z	Louis_Data/Test/Bengal Tiger/M Fenimore/Fenimore-1.JPG
2020-11-18T00:22:43.134Z	40	nasnet_louis_direct	Bengal Tiger	2020-11-18T00:26:20.080Z	2020-11-18T00:26:24.084Z	Louis_Data/Test/Bengal Tiger/M Fenimore/Fenimore-1.JPG
2020-11-18T00:22:43.134Z	41	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:24.124Z	2020-11-18T00:26:24.674Z	Louis_Data/Test/Bengal Tiger/M Ian/DSCF0015.JPG
2020-11-18T00:22:43.134Z	41	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:24.680Z	2020-11-18T00:26:25.327Z	Louis_Data/Test/Bengal Tiger/M Ian/DSCF0015.JPG
2020-11-18T00:22:43.134Z	41	nasnet_louis_direct	Bengal Tiger	2020-11-18T00:26:25.332Z	2020-11-18T00:26:29.363Z	Louis_Data/Test/Bengal Tiger/M Ian/DSCF0015.JPG
2020-11-18T00:22:43.134Z	42	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:29.404Z	2020-11-18T00:26:29.963Z	Louis_Data/Test/Bengal Tiger/M Rajaji/Rajaji-19a.jpg
2020-11-18T00:22:43.134Z	42	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:29.975Z	2020-11-18T00:26:30.882Z	Louis_Data/Test/Bengal Tiger/M Rajaji/Rajaji-19a.jpg
2020-11-18T00:22:43.134Z	42	nasnet_louis_direct	Jaguar	2020-11-18T00:26:30.888Z	2020-11-18T00:26:34.921Z	Louis_Data/Test/Bengal Tiger/M Rajaji/Rajaji-19a.jpg
2020-11-18T00:22:43.134Z	43	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:34.959Z	2020-11-18T00:26:35.520Z	Louis_Data/Test/Bengal Tiger/M Rajaji/Rajaji-01.JPG
2020-11-18T00:22:43.134Z	43	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:35.525Z	2020-11-18T00:26:36.179Z	Louis_Data/Test/Bengal Tiger/M Rajaji/Rajaji-01.JPG
2020-11-18T00:22:43.134Z	43	nasnet_louis_direct	Jaguar	2020-11-18T00:26:36.184Z	2020-11-18T00:26:40.102Z	Louis_Data/Test/Bengal Tiger/M Rajaji/Rajaji-01.JPG
2020-11-18T00:22:43.134Z	44	exception_louis_direct	Bengal Tiger	2020-11-18T00:26:40.132Z	2020-11-18T00:26:40.658Z	Louis_Data/Test/Bengal Tiger/M O_Reilly/O_Reilly 1a Sall.JPG
2020-11-18T00:22:43.134Z	44	Inception_louis_direct	Bengal Tiger	2020-11-18T00:26:40.662Z	2020-11-18T00:26:41.320Z	Louis_Data/Test/Bengal Tiger/M O_Reilly/O_Reilly 1a Sall.JPG
2020-11-18T00:22:43.134Z	44	nasnet_louis_direct	African lion	2020-11-18T00:26:41.324Z	2020-11-18T00:26:45.354Z	Louis_Data/Test/Bengal Tiger/M O_Reilly/O_Reilly 1a Sall.JPG
